id_meteo,timestamp_completo,temperatura,temperatura_percepita,codice_meteo,descrizione,fascia_temperatura
44178,2021-01-15 17:00:00,5.00,2.10,3,Nuvoloso,Freddo
44179,2021-01-15 18:00:00,4.60,1.70,3,Nuvoloso,Freddo
44180,2021-01-15 19:00:00,4.00,1.30,3,Nuvoloso,Freddo
44181,2021-01-15 20:00:00,2.80,0.00,3,Nuvoloso,Freddo
44182,2021-01-15 21:00:00,3.00,0.30,3,Nuvoloso,Freddo
44183,2021-01-15 22:00:00,1.50,-1.40,1,Nuvoloso,Freddo
44184,2021-01-15 23:00:00,0.20,-2.90,1,Nuvoloso,Freddo
44185,2021-01-16 00:00:00,-0.80,-4.00,1,Nuvoloso,Freddo
44186,2021-01-16 01:00:00,-0.40,-3.60,1,Nuvoloso,Freddo
44187,2021-01-16 02:00:00,-1.20,-4.50,1,Nuvoloso,Freddo
44188,2021-01-16 03:00:00,-1.40,-4.60,1,Nuvoloso,Freddo
44189,2021-01-16 04:00:00,-1.50,-4.70,0,Cielo Sereno,Freddo
44190,2021-01-16 05:00:00,-2.70,-6.20,0,Cielo Sereno,Freddo
44191,2021-01-16 06:00:00,-3.00,-6.70,0,Cielo Sereno,Freddo
44192,2021-01-16 07:00:00,-1.60,-5.10,0,Cielo Sereno,Freddo
44193,2021-01-16 08:00:00,-1.60,-5.30,0,Cielo Sereno,Freddo
44194,2021-01-16 09:00:00,0.30,-3.00,0,Cielo Sereno,Freddo
44195,2021-01-16 10:00:00,2.00,-1.10,0,Cielo Sereno,Freddo
44196,2021-01-16 11:00:00,3.50,0.50,0,Cielo Sereno,Freddo
44197,2021-01-16 12:00:00,4.60,1.70,0,Cielo Sereno,Freddo
44198,2021-01-16 13:00:00,5.40,2.10,0,Cielo Sereno,Freddo
44199,2021-01-16 14:00:00,5.70,2.30,0,Cielo Sereno,Freddo
44200,2021-01-16 15:00:00,5.70,2.30,0,Cielo Sereno,Freddo
44201,2021-01-16 16:00:00,4.90,1.50,0,Cielo Sereno,Freddo
44202,2021-01-16 17:00:00,0.90,-2.90,0,Cielo Sereno,Freddo
44203,2021-01-16 18:00:00,0.20,-3.30,0,Cielo Sereno,Freddo
44204,2021-01-16 19:00:00,-0.30,-4.40,0,Cielo Sereno,Freddo
44205,2021-01-16 20:00:00,-0.40,-4.70,1,Nuvoloso,Freddo
44206,2021-01-16 21:00:00,-0.60,-5.00,2,Nuvoloso,Freddo
44207,2021-01-16 22:00:00,-0.10,-4.60,3,Nuvoloso,Freddo
44208,2021-01-16 23:00:00,0.70,-3.60,3,Nuvoloso,Freddo
44209,2021-01-17 00:00:00,0.60,-3.40,3,Nuvoloso,Freddo
44210,2021-01-17 01:00:00,-0.10,-3.60,3,Nuvoloso,Freddo
44211,2021-01-17 02:00:00,0.30,-2.90,3,Nuvoloso,Freddo
44212,2021-01-17 03:00:00,0.20,-3.10,3,Nuvoloso,Freddo
44213,2021-01-17 04:00:00,1.00,-2.90,3,Nuvoloso,Freddo
44214,2021-01-17 05:00:00,2.00,-1.80,3,Nuvoloso,Freddo
44215,2021-01-17 06:00:00,2.00,-1.40,3,Nuvoloso,Freddo
44216,2021-01-17 07:00:00,2.30,-1.00,3,Nuvoloso,Freddo
44217,2021-01-17 08:00:00,1.50,-1.20,51,Pioggia,Freddo
44218,2021-01-17 09:00:00,1.50,-1.60,71,Neve,Freddo
44219,2021-01-17 10:00:00,2.00,-0.90,3,Nuvoloso,Freddo
44220,2021-01-17 11:00:00,2.70,-0.40,3,Nuvoloso,Freddo
44221,2021-01-17 12:00:00,2.80,0.00,3,Nuvoloso,Freddo
44222,2021-01-17 13:00:00,2.50,-0.10,3,Nuvoloso,Freddo
44223,2021-01-17 14:00:00,2.70,0.00,3,Nuvoloso,Freddo
44224,2021-01-17 15:00:00,3.00,0.50,3,Nuvoloso,Freddo
44225,2021-01-17 16:00:00,3.00,0.50,2,Nuvoloso,Freddo
44226,2021-01-17 17:00:00,0.80,-2.20,2,Nuvoloso,Freddo
44227,2021-01-17 18:00:00,1.60,-1.00,3,Nuvoloso,Freddo
44228,2021-01-17 19:00:00,1.50,-0.90,2,Nuvoloso,Freddo
44229,2021-01-17 20:00:00,-0.40,-3.30,1,Nuvoloso,Freddo
44230,2021-01-17 21:00:00,-1.50,-4.80,2,Nuvoloso,Freddo
44231,2021-01-17 22:00:00,-1.00,-4.30,2,Nuvoloso,Freddo
44232,2021-01-17 23:00:00,-1.10,-4.70,2,Nuvoloso,Freddo
44233,2021-01-18 00:00:00,-0.50,-3.90,3,Nuvoloso,Freddo
44234,2021-01-18 01:00:00,-1.10,-4.50,2,Nuvoloso,Freddo
44235,2021-01-18 02:00:00,-0.90,-4.40,0,Cielo Sereno,Freddo
44236,2021-01-18 03:00:00,-1.50,-4.80,0,Cielo Sereno,Freddo
44237,2021-01-18 04:00:00,-2.10,-5.50,0,Cielo Sereno,Freddo
44238,2021-01-18 05:00:00,-2.90,-6.20,0,Cielo Sereno,Freddo
44239,2021-01-18 06:00:00,-2.80,-6.10,0,Cielo Sereno,Freddo
44240,2021-01-18 07:00:00,-2.70,-5.90,0,Cielo Sereno,Freddo
44241,2021-01-18 08:00:00,-2.50,-5.60,0,Cielo Sereno,Freddo
44242,2021-01-18 09:00:00,-0.40,-3.50,0,Cielo Sereno,Freddo
44243,2021-01-18 10:00:00,2.80,0.10,0,Cielo Sereno,Freddo
44244,2021-01-18 11:00:00,4.30,1.60,0,Cielo Sereno,Freddo
44245,2021-01-18 12:00:00,5.30,2.40,0,Cielo Sereno,Freddo
44246,2021-01-18 13:00:00,5.10,2.10,0,Cielo Sereno,Freddo
44247,2021-01-18 14:00:00,5.30,2.40,0,Cielo Sereno,Freddo
44248,2021-01-18 15:00:00,5.60,2.70,0,Cielo Sereno,Freddo
44249,2021-01-18 16:00:00,5.10,2.40,0,Cielo Sereno,Freddo
44250,2021-01-18 17:00:00,1.50,-1.90,0,Cielo Sereno,Freddo
44251,2021-01-18 18:00:00,0.20,-3.10,0,Cielo Sereno,Freddo
44252,2021-01-18 19:00:00,0.00,-2.90,0,Cielo Sereno,Freddo
44253,2021-01-18 20:00:00,-1.30,-4.20,0,Cielo Sereno,Freddo
44254,2021-01-18 21:00:00,-2.20,-5.40,0,Cielo Sereno,Freddo
44255,2021-01-18 22:00:00,-2.30,-5.90,0,Cielo Sereno,Freddo
44256,2021-01-18 23:00:00,-2.10,-5.50,0,Cielo Sereno,Freddo
44257,2021-01-19 00:00:00,-2.20,-5.50,1,Nuvoloso,Freddo
44258,2021-01-19 01:00:00,-1.30,-4.70,2,Nuvoloso,Freddo
44259,2021-01-19 02:00:00,-1.30,-4.50,1,Nuvoloso,Freddo
44260,2021-01-19 03:00:00,-1.60,-5.10,3,Nuvoloso,Freddo
44261,2021-01-19 04:00:00,-1.50,-5.10,1,Nuvoloso,Freddo
44262,2021-01-19 05:00:00,-1.00,-4.70,0,Cielo Sereno,Freddo
44263,2021-01-19 06:00:00,-0.90,-4.50,0,Cielo Sereno,Freddo
44264,2021-01-19 07:00:00,-1.10,-4.60,2,Nuvoloso,Freddo
44265,2021-01-19 08:00:00,-1.80,-5.10,2,Nuvoloso,Freddo
44266,2021-01-19 09:00:00,1.50,-1.50,3,Nuvoloso,Freddo
44267,2021-01-19 10:00:00,4.20,1.90,1,Nuvoloso,Freddo
44268,2021-01-19 11:00:00,5.90,3.80,1,Nuvoloso,Freddo
44269,2021-01-19 12:00:00,6.90,4.80,1,Nuvoloso,Freddo
44270,2021-01-19 13:00:00,6.70,4.00,1,Nuvoloso,Freddo
44271,2021-01-19 14:00:00,6.70,4.00,1,Nuvoloso,Freddo
44272,2021-01-19 15:00:00,6.70,4.10,2,Nuvoloso,Freddo
44273,2021-01-19 16:00:00,5.30,2.70,1,Nuvoloso,Freddo
44274,2021-01-19 17:00:00,1.40,-2.00,1,Nuvoloso,Freddo
44275,2021-01-19 18:00:00,2.50,-0.60,1,Nuvoloso,Freddo
44276,2021-01-19 19:00:00,2.90,0.00,2,Nuvoloso,Freddo
44277,2021-01-19 20:00:00,2.80,-0.20,3,Nuvoloso,Freddo
44278,2021-01-19 21:00:00,1.40,-2.10,1,Nuvoloso,Freddo
44279,2021-01-19 22:00:00,1.20,-2.20,3,Nuvoloso,Freddo
44280,2021-01-19 23:00:00,1.50,-1.60,3,Nuvoloso,Freddo
44281,2021-01-20 00:00:00,1.90,-0.90,3,Nuvoloso,Freddo
44282,2021-01-20 01:00:00,3.00,0.60,3,Nuvoloso,Freddo
44283,2021-01-20 02:00:00,1.00,-2.40,2,Nuvoloso,Freddo
44284,2021-01-20 03:00:00,4.10,1.40,2,Nuvoloso,Freddo
44285,2021-01-20 04:00:00,1.70,-1.70,2,Nuvoloso,Freddo
44286,2021-01-20 05:00:00,3.20,0.10,2,Nuvoloso,Freddo
44287,2021-01-20 06:00:00,4.60,1.70,2,Nuvoloso,Freddo
44288,2021-01-20 07:00:00,5.60,2.50,3,Nuvoloso,Freddo
44289,2021-01-20 08:00:00,6.40,3.20,2,Nuvoloso,Freddo
44290,2021-01-20 09:00:00,6.80,3.90,1,Nuvoloso,Freddo
44291,2021-01-20 10:00:00,7.40,5.00,1,Nuvoloso,Freddo
44292,2021-01-20 11:00:00,7.50,4.90,2,Nuvoloso,Freddo
44293,2021-01-20 12:00:00,7.70,5.40,3,Nuvoloso,Freddo
44294,2021-01-20 13:00:00,5.00,2.10,3,Nuvoloso,Freddo
44295,2021-01-20 14:00:00,5.60,2.50,3,Nuvoloso,Freddo
44296,2021-01-20 15:00:00,3.80,0.60,3,Nuvoloso,Freddo
44297,2021-01-20 16:00:00,3.20,-0.10,2,Nuvoloso,Freddo
44298,2021-01-20 17:00:00,0.50,-2.70,2,Nuvoloso,Freddo
44299,2021-01-20 18:00:00,-1.50,-4.60,1,Nuvoloso,Freddo
44300,2021-01-20 19:00:00,-1.80,-4.60,0,Cielo Sereno,Freddo
44301,2021-01-20 20:00:00,-1.20,-4.30,0,Cielo Sereno,Freddo
44302,2021-01-20 21:00:00,-0.80,-4.10,0,Cielo Sereno,Freddo
44303,2021-01-20 22:00:00,-1.80,-5.10,2,Nuvoloso,Freddo
44304,2021-01-20 23:00:00,-1.50,-4.70,3,Nuvoloso,Freddo
44305,2021-01-21 00:00:00,-1.00,-3.90,3,Nuvoloso,Freddo
44306,2021-01-21 01:00:00,-1.30,-4.10,3,Nuvoloso,Freddo
44307,2021-01-21 02:00:00,0.10,-2.70,3,Nuvoloso,Freddo
44308,2021-01-21 03:00:00,1.30,-1.40,3,Nuvoloso,Freddo
44309,2021-01-21 04:00:00,1.70,-0.70,3,Nuvoloso,Freddo
44310,2021-01-21 05:00:00,2.00,-0.60,3,Nuvoloso,Freddo
44311,2021-01-21 06:00:00,1.60,-1.20,3,Nuvoloso,Freddo
44312,2021-01-21 07:00:00,1.10,-1.50,3,Nuvoloso,Freddo
44313,2021-01-21 08:00:00,1.20,-1.70,3,Nuvoloso,Freddo
44314,2021-01-21 09:00:00,0.60,-2.80,3,Nuvoloso,Freddo
44315,2021-01-21 10:00:00,1.10,-1.80,3,Nuvoloso,Freddo
44316,2021-01-21 11:00:00,2.70,0.10,3,Nuvoloso,Freddo
44317,2021-01-21 12:00:00,5.80,3.10,2,Nuvoloso,Freddo
44318,2021-01-21 13:00:00,3.50,0.50,2,Nuvoloso,Freddo
44319,2021-01-21 14:00:00,3.00,0.10,3,Nuvoloso,Freddo
44320,2021-01-21 15:00:00,3.10,0.70,3,Nuvoloso,Freddo
44321,2021-01-21 16:00:00,3.30,0.80,3,Nuvoloso,Freddo
44322,2021-01-21 17:00:00,2.60,-0.20,3,Nuvoloso,Freddo
44323,2021-01-21 18:00:00,2.10,-0.60,3,Nuvoloso,Freddo
44324,2021-01-21 19:00:00,1.90,-0.80,3,Nuvoloso,Freddo
44325,2021-01-21 20:00:00,1.60,-1.10,3,Nuvoloso,Freddo
44326,2021-01-21 21:00:00,1.50,-1.10,3,Nuvoloso,Freddo
44327,2021-01-21 22:00:00,2.50,0.00,3,Nuvoloso,Freddo
44328,2021-01-21 23:00:00,4.80,2.60,51,Pioggia,Freddo
44329,2021-01-22 00:00:00,5.40,2.80,51,Pioggia,Freddo
44330,2021-01-22 01:00:00,4.50,1.80,3,Nuvoloso,Freddo
44331,2021-01-22 02:00:00,5.60,2.70,51,Pioggia,Freddo
44332,2021-01-22 03:00:00,9.50,7.10,51,Pioggia,Freddo
44333,2021-01-22 04:00:00,9.90,7.30,51,Pioggia,Freddo
44334,2021-01-22 05:00:00,9.30,6.80,1,Nuvoloso,Freddo
44335,2021-01-22 06:00:00,6.70,4.50,2,Nuvoloso,Freddo
44336,2021-01-22 07:00:00,4.70,2.60,2,Nuvoloso,Freddo
44337,2021-01-22 08:00:00,6.20,4.20,1,Nuvoloso,Freddo
44338,2021-01-22 09:00:00,6.10,4.10,3,Nuvoloso,Freddo
44339,2021-01-22 10:00:00,6.90,4.90,3,Nuvoloso,Freddo
44340,2021-01-22 11:00:00,8.10,6.10,3,Nuvoloso,Freddo
44341,2021-01-22 12:00:00,9.10,7.20,3,Nuvoloso,Freddo
44342,2021-01-22 13:00:00,8.10,5.70,51,Pioggia,Freddo
44343,2021-01-22 14:00:00,8.60,6.20,51,Pioggia,Freddo
44344,2021-01-22 15:00:00,10.70,9.40,51,Pioggia,Mite
44345,2021-01-22 16:00:00,11.20,10.50,51,Pioggia,Mite
44346,2021-01-22 17:00:00,11.00,9.20,51,Pioggia,Mite
44347,2021-01-22 18:00:00,10.80,8.70,61,Pioggia,Mite
44348,2021-01-22 19:00:00,10.40,7.70,55,Pioggia,Mite
44349,2021-01-22 20:00:00,10.20,6.80,53,Pioggia,Mite
44350,2021-01-22 21:00:00,9.60,6.30,61,Pioggia,Freddo
44351,2021-01-22 22:00:00,10.50,8.60,53,Pioggia,Mite
44352,2021-01-22 23:00:00,9.20,7.10,3,Nuvoloso,Freddo
44353,2021-01-23 00:00:00,9.20,6.30,3,Nuvoloso,Freddo
44354,2021-01-23 01:00:00,9.10,6.30,53,Pioggia,Freddo
44355,2021-01-23 02:00:00,8.20,6.20,53,Pioggia,Freddo
44356,2021-01-23 03:00:00,7.30,4.60,55,Pioggia,Freddo
44357,2021-01-23 04:00:00,7.70,4.90,61,Pioggia,Freddo
44358,2021-01-23 05:00:00,7.20,2.90,53,Pioggia,Freddo
44359,2021-01-23 06:00:00,7.20,2.40,51,Pioggia,Freddo
44360,2021-01-23 07:00:00,7.00,3.30,51,Pioggia,Freddo
44361,2021-01-23 08:00:00,6.10,2.80,51,Pioggia,Freddo
44362,2021-01-23 09:00:00,5.90,2.90,51,Pioggia,Freddo
44363,2021-01-23 10:00:00,6.80,4.00,3,Nuvoloso,Freddo
44364,2021-01-23 11:00:00,7.80,5.00,51,Pioggia,Freddo
44365,2021-01-23 12:00:00,7.60,4.70,53,Pioggia,Freddo
44366,2021-01-23 13:00:00,7.80,4.50,53,Pioggia,Freddo
44367,2021-01-23 14:00:00,7.30,4.40,51,Pioggia,Freddo
44368,2021-01-23 15:00:00,7.90,4.90,51,Pioggia,Freddo
44369,2021-01-23 16:00:00,8.60,5.50,2,Nuvoloso,Freddo
44370,2021-01-23 17:00:00,7.10,4.10,0,Cielo Sereno,Freddo
44371,2021-01-23 18:00:00,6.90,3.10,0,Cielo Sereno,Freddo
44372,2021-01-23 19:00:00,6.20,3.10,2,Nuvoloso,Freddo
44373,2021-01-23 20:00:00,6.80,3.80,51,Pioggia,Freddo
44374,2021-01-23 21:00:00,6.80,4.40,2,Nuvoloso,Freddo
44375,2021-01-23 22:00:00,7.10,4.20,51,Pioggia,Freddo
44376,2021-01-23 23:00:00,6.50,3.70,51,Pioggia,Freddo
44377,2021-01-24 00:00:00,7.20,4.70,2,Nuvoloso,Freddo
44378,2021-01-24 01:00:00,6.10,3.00,2,Nuvoloso,Freddo
44379,2021-01-24 02:00:00,8.00,5.80,3,Nuvoloso,Freddo
44380,2021-01-24 03:00:00,7.80,5.80,3,Nuvoloso,Freddo
44381,2021-01-24 04:00:00,6.40,4.50,3,Nuvoloso,Freddo
44382,2021-01-24 05:00:00,5.40,3.20,3,Nuvoloso,Freddo
44383,2021-01-24 06:00:00,6.90,5.40,3,Nuvoloso,Freddo
44384,2021-01-24 07:00:00,4.90,2.70,51,Pioggia,Freddo
44385,2021-01-24 08:00:00,4.70,2.60,53,Pioggia,Freddo
44386,2021-01-24 09:00:00,4.70,2.40,61,Pioggia,Freddo
44387,2021-01-24 10:00:00,4.90,2.60,61,Pioggia,Freddo
44388,2021-01-24 11:00:00,4.50,1.10,51,Pioggia,Freddo
44389,2021-01-24 12:00:00,4.30,0.60,51,Pioggia,Freddo
44390,2021-01-24 13:00:00,4.40,1.40,51,Pioggia,Freddo
44391,2021-01-24 14:00:00,4.40,0.70,51,Pioggia,Freddo
44392,2021-01-24 15:00:00,5.10,0.70,51,Pioggia,Freddo
44393,2021-01-24 16:00:00,5.20,1.20,3,Nuvoloso,Freddo
44394,2021-01-24 17:00:00,5.30,1.90,1,Nuvoloso,Freddo
44395,2021-01-24 18:00:00,4.50,0.90,1,Nuvoloso,Freddo
44396,2021-01-24 19:00:00,4.10,-0.20,0,Cielo Sereno,Freddo
44397,2021-01-24 20:00:00,3.80,-0.80,0,Cielo Sereno,Freddo
44398,2021-01-24 21:00:00,3.20,-1.50,0,Cielo Sereno,Freddo
44399,2021-01-24 22:00:00,2.30,-2.50,0,Cielo Sereno,Freddo
44400,2021-01-24 23:00:00,2.20,-3.30,2,Nuvoloso,Freddo
44401,2021-01-25 00:00:00,1.90,-3.40,3,Nuvoloso,Freddo
44402,2021-01-25 01:00:00,1.80,-3.80,3,Nuvoloso,Freddo
44403,2021-01-25 02:00:00,3.20,-2.70,3,Nuvoloso,Freddo
44404,2021-01-25 03:00:00,4.60,-0.60,0,Cielo Sereno,Freddo
44405,2021-01-25 04:00:00,2.10,-1.60,0,Cielo Sereno,Freddo
44406,2021-01-25 05:00:00,2.50,-1.50,0,Cielo Sereno,Freddo
44407,2021-01-25 06:00:00,2.00,-2.00,1,Nuvoloso,Freddo
44408,2021-01-25 07:00:00,1.90,-1.40,3,Nuvoloso,Freddo
44409,2021-01-25 08:00:00,3.00,0.20,2,Nuvoloso,Freddo
44410,2021-01-25 09:00:00,3.30,0.40,53,Pioggia,Freddo
44411,2021-01-25 10:00:00,2.20,-1.70,3,Nuvoloso,Freddo
44412,2021-01-25 11:00:00,1.60,-3.00,71,Neve,Freddo
44413,2021-01-25 12:00:00,2.50,-2.80,1,Nuvoloso,Freddo
44414,2021-01-25 13:00:00,3.40,-0.80,0,Cielo Sereno,Freddo
44415,2021-01-25 14:00:00,4.20,0.40,2,Nuvoloso,Freddo
44416,2021-01-25 15:00:00,5.60,2.10,0,Cielo Sereno,Freddo
44417,2021-01-25 16:00:00,5.60,2.30,0,Cielo Sereno,Freddo
44418,2021-01-25 17:00:00,2.90,-0.10,0,Cielo Sereno,Freddo
44419,2021-01-25 18:00:00,0.70,-2.70,0,Cielo Sereno,Freddo
44420,2021-01-25 19:00:00,1.10,-2.20,0,Cielo Sereno,Freddo
44421,2021-01-25 20:00:00,1.10,-2.50,0,Cielo Sereno,Freddo
44422,2021-01-25 21:00:00,1.50,-2.50,1,Nuvoloso,Freddo
44423,2021-01-25 22:00:00,1.80,-2.40,1,Nuvoloso,Freddo
44424,2021-01-25 23:00:00,1.80,-2.60,1,Nuvoloso,Freddo
44425,2021-01-26 00:00:00,1.80,-3.00,2,Nuvoloso,Freddo
44426,2021-01-26 01:00:00,2.60,-2.50,1,Nuvoloso,Freddo
44427,2021-01-26 02:00:00,2.70,-2.50,2,Nuvoloso,Freddo
44428,2021-01-26 03:00:00,2.70,-2.80,0,Cielo Sereno,Freddo
44429,2021-01-26 04:00:00,1.90,-3.50,0,Cielo Sereno,Freddo
44430,2021-01-26 05:00:00,1.50,-3.90,0,Cielo Sereno,Freddo
44431,2021-01-26 06:00:00,1.00,-4.10,0,Cielo Sereno,Freddo
44432,2021-01-26 07:00:00,0.80,-4.40,0,Cielo Sereno,Freddo
44433,2021-01-26 08:00:00,0.90,-4.50,0,Cielo Sereno,Freddo
44434,2021-01-26 09:00:00,2.70,-2.50,0,Cielo Sereno,Freddo
44435,2021-01-26 10:00:00,4.90,-0.10,0,Cielo Sereno,Freddo
44436,2021-01-26 11:00:00,6.40,1.10,0,Cielo Sereno,Freddo
44437,2021-01-26 12:00:00,7.30,2.00,0,Cielo Sereno,Freddo
44438,2021-01-26 13:00:00,8.40,3.10,0,Cielo Sereno,Freddo
44439,2021-01-26 14:00:00,8.60,3.50,0,Cielo Sereno,Freddo
44440,2021-01-26 15:00:00,8.60,3.60,0,Cielo Sereno,Freddo
44441,2021-01-26 16:00:00,7.60,3.00,0,Cielo Sereno,Freddo
44442,2021-01-26 17:00:00,5.40,1.20,0,Cielo Sereno,Freddo
44443,2021-01-26 18:00:00,4.10,-0.40,0,Cielo Sereno,Freddo
44444,2021-01-26 19:00:00,3.60,-1.40,0,Cielo Sereno,Freddo
44445,2021-01-26 20:00:00,3.20,-2.10,0,Cielo Sereno,Freddo
44446,2021-01-26 21:00:00,2.50,-2.70,0,Cielo Sereno,Freddo
44447,2021-01-26 22:00:00,2.00,-3.20,0,Cielo Sereno,Freddo
44448,2021-01-26 23:00:00,1.50,-3.60,0,Cielo Sereno,Freddo
44449,2021-01-27 00:00:00,1.10,-3.90,0,Cielo Sereno,Freddo
44450,2021-01-27 01:00:00,1.40,-3.70,0,Cielo Sereno,Freddo
44451,2021-01-27 02:00:00,1.40,-3.70,0,Cielo Sereno,Freddo
44452,2021-01-27 03:00:00,0.80,-4.20,0,Cielo Sereno,Freddo
44453,2021-01-27 04:00:00,-0.10,-4.90,1,Nuvoloso,Freddo
44454,2021-01-27 05:00:00,-0.60,-5.30,0,Cielo Sereno,Freddo
44455,2021-01-27 06:00:00,-1.30,-5.80,3,Nuvoloso,Freddo
44456,2021-01-27 07:00:00,-2.20,-6.50,3,Nuvoloso,Freddo
44457,2021-01-27 08:00:00,-2.10,-6.40,3,Nuvoloso,Freddo
44458,2021-01-27 09:00:00,0.30,-3.80,3,Nuvoloso,Freddo
44459,2021-01-27 10:00:00,4.10,0.60,3,Nuvoloso,Freddo
44460,2021-01-27 11:00:00,5.20,1.60,3,Nuvoloso,Freddo
44461,2021-01-27 12:00:00,5.70,2.20,3,Nuvoloso,Freddo
44462,2021-01-27 13:00:00,5.10,1.20,3,Nuvoloso,Freddo
44463,2021-01-27 14:00:00,4.40,1.10,3,Nuvoloso,Freddo
44464,2021-01-27 15:00:00,5.90,2.50,3,Nuvoloso,Freddo
44465,2021-01-27 16:00:00,5.80,2.70,3,Nuvoloso,Freddo
44466,2021-01-27 17:00:00,5.30,2.10,3,Nuvoloso,Freddo
44467,2021-01-27 18:00:00,1.90,-1.70,3,Nuvoloso,Freddo
44468,2021-01-27 19:00:00,2.10,-1.20,3,Nuvoloso,Freddo
44469,2021-01-27 20:00:00,2.80,-1.00,3,Nuvoloso,Freddo
44470,2021-01-27 21:00:00,2.00,-2.00,3,Nuvoloso,Freddo
44471,2021-01-27 22:00:00,0.90,-2.90,3,Nuvoloso,Freddo
44472,2021-01-27 23:00:00,0.10,-3.60,3,Nuvoloso,Freddo
44473,2021-01-28 00:00:00,-0.20,-4.10,2,Nuvoloso,Freddo
44474,2021-01-28 01:00:00,-0.10,-4.00,2,Nuvoloso,Freddo
44475,2021-01-28 02:00:00,-0.10,-4.00,2,Nuvoloso,Freddo
44476,2021-01-28 03:00:00,0.20,-3.80,1,Nuvoloso,Freddo
44477,2021-01-28 04:00:00,0.10,-4.00,1,Nuvoloso,Freddo
44478,2021-01-28 05:00:00,0.10,-3.90,0,Cielo Sereno,Freddo
44479,2021-01-28 06:00:00,0.00,-3.90,1,Nuvoloso,Freddo
44480,2021-01-28 07:00:00,-0.50,-4.00,0,Cielo Sereno,Freddo
44481,2021-01-28 08:00:00,-0.60,-3.70,0,Cielo Sereno,Freddo
44482,2021-01-28 09:00:00,2.50,0.10,3,Nuvoloso,Freddo
44483,2021-01-28 10:00:00,4.70,1.70,3,Nuvoloso,Freddo
44484,2021-01-28 11:00:00,4.70,1.40,3,Nuvoloso,Freddo
44485,2021-01-28 12:00:00,5.80,2.30,3,Nuvoloso,Freddo
44486,2021-01-28 13:00:00,4.60,1.00,3,Nuvoloso,Freddo
44487,2021-01-28 14:00:00,5.90,2.50,3,Nuvoloso,Freddo
44488,2021-01-28 15:00:00,6.20,3.70,51,Pioggia,Freddo
44489,2021-01-28 16:00:00,6.50,3.60,3,Nuvoloso,Freddo
44490,2021-01-28 17:00:00,5.20,2.30,3,Nuvoloso,Freddo
44491,2021-01-28 18:00:00,4.60,2.20,3,Nuvoloso,Freddo
44492,2021-01-28 19:00:00,4.40,1.50,2,Nuvoloso,Freddo
44493,2021-01-28 20:00:00,3.50,0.90,2,Nuvoloso,Freddo
44494,2021-01-28 21:00:00,2.00,-1.30,1,Nuvoloso,Freddo
44495,2021-01-28 22:00:00,3.00,0.60,2,Nuvoloso,Freddo
44496,2021-01-28 23:00:00,2.70,0.30,1,Nuvoloso,Freddo
44497,2021-01-29 00:00:00,5.30,3.00,3,Nuvoloso,Freddo
44498,2021-01-29 01:00:00,2.40,-0.60,3,Nuvoloso,Freddo
44499,2021-01-29 02:00:00,0.90,-2.00,1,Nuvoloso,Freddo
44500,2021-01-29 03:00:00,2.00,-1.10,1,Nuvoloso,Freddo
44501,2021-01-29 04:00:00,2.20,-0.90,3,Nuvoloso,Freddo
44502,2021-01-29 05:00:00,1.40,-1.90,3,Nuvoloso,Freddo
44503,2021-01-29 06:00:00,3.20,0.60,3,Nuvoloso,Freddo
44504,2021-01-29 07:00:00,3.30,0.30,3,Nuvoloso,Freddo
44505,2021-01-29 08:00:00,2.70,-0.10,3,Nuvoloso,Freddo
44506,2021-01-29 09:00:00,3.80,0.60,51,Pioggia,Freddo
44507,2021-01-29 10:00:00,3.20,0.30,51,Pioggia,Freddo
44508,2021-01-29 11:00:00,4.70,2.10,3,Nuvoloso,Freddo
44509,2021-01-29 12:00:00,5.20,2.70,3,Nuvoloso,Freddo
44510,2021-01-29 13:00:00,3.70,0.30,3,Nuvoloso,Freddo
44511,2021-01-29 14:00:00,3.90,1.20,51,Pioggia,Freddo
44512,2021-01-29 15:00:00,5.80,3.10,51,Pioggia,Freddo
44513,2021-01-29 16:00:00,6.80,4.40,2,Nuvoloso,Freddo
44514,2021-01-29 17:00:00,4.90,2.60,1,Nuvoloso,Freddo
44515,2021-01-29 18:00:00,2.80,0.20,0,Cielo Sereno,Freddo
44516,2021-01-29 19:00:00,3.00,0.50,0,Cielo Sereno,Freddo
44517,2021-01-29 20:00:00,2.80,0.30,0,Cielo Sereno,Freddo
44518,2021-01-29 21:00:00,3.30,0.80,0,Cielo Sereno,Freddo
44519,2021-01-29 22:00:00,5.10,2.00,1,Nuvoloso,Freddo
44520,2021-01-29 23:00:00,6.10,3.10,2,Nuvoloso,Freddo
44521,2021-01-30 00:00:00,6.10,3.30,0,Cielo Sereno,Freddo
44522,2021-01-30 01:00:00,5.40,2.50,0,Cielo Sereno,Freddo
44523,2021-01-30 02:00:00,6.80,3.00,0,Cielo Sereno,Freddo
44524,2021-01-30 03:00:00,6.70,2.60,0,Cielo Sereno,Freddo
44525,2021-01-30 04:00:00,6.90,2.40,0,Cielo Sereno,Freddo
44526,2021-01-30 05:00:00,7.60,2.80,0,Cielo Sereno,Freddo
44527,2021-01-30 06:00:00,7.40,2.80,2,Nuvoloso,Freddo
44528,2021-01-30 07:00:00,5.30,2.30,1,Nuvoloso,Freddo
44529,2021-01-30 08:00:00,3.50,0.50,0,Cielo Sereno,Freddo
